Variable,Value
"s[64,t4g.small,eu-south-1]",3.0
"s[65,t4g.small,eu-south-1]",3.0
"s[66,t4g.small,eu-south-1]",3.0
"s[67,t4g.small,eu-south-1]",3.0
"s[68,t4g.small,eu-south-1]",3.0
"s[70,g4dn.2xlarge,ap-northeast-3]",1.0
"s[71,g4dn.2xlarge,ap-northeast-3]",1.0
"a[64,1]",1.0
"a[70,2]",1.0
"z[64,1,t4g.small,eu-south-1,1]",1.0
"z[64,1,t4g.small,eu-south-1,2]",1.0
"z[64,1,t4g.small,eu-south-1,3]",1.0
"z[70,2,g4dn.2xlarge,ap-northeast-3,1]",1.0
"z[70,2,g4dn.2xlarge,ap-northeast-3,2]",1.0
"d[1,eu-south-1]",1.0
"d[2,ap-northeast-3]",1.0
L[1],2.57
L[2],2.32
