Variable,Value
"s[63,t4g.small,eu-south-1]",5.0
"s[64,t4g.small,eu-south-1]",5.0
"s[65,t4g.small,eu-south-1]",5.0
"s[66,t4g.small,eu-south-1]",5.0
"s[67,t4g.small,eu-south-1]",5.0
"s[30,t4g.small,ap-northeast-3]",6.0
"s[31,t4g.small,ap-northeast-3]",6.0
"s[32,t4g.small,ap-northeast-3]",6.0
"s[33,t4g.small,ap-northeast-3]",6.0
"s[34,t4g.small,ap-northeast-3]",6.0
"s[35,t4g.small,ap-northeast-3]",6.0
"s[36,t4g.small,ap-northeast-3]",6.0
"s[37,t4g.small,ap-northeast-3]",6.0
"s[38,t4g.small,ap-northeast-3]",6.0
"s[39,t4g.small,ap-northeast-3]",6.0
"s[50,g4dn.2xlarge,ap-south-1]",1.0
"s[51,g4dn.2xlarge,ap-south-1]",1.0
"s[52,g4dn.2xlarge,ap-south-1]",1.0
"s[53,g4dn.2xlarge,ap-south-1]",1.0
"s[54,g4dn.2xlarge,ap-south-1]",1.0
"s[55,g4dn.2xlarge,ap-south-1]",1.0
"s[56,g4dn.2xlarge,ap-south-1]",1.0
"s[57,g4dn.2xlarge,ap-south-1]",1.0
"s[58,g4dn.2xlarge,ap-south-1]",1.0
"s[59,g4dn.2xlarge,ap-south-1]",1.0
"s[60,g4dn.2xlarge,ap-south-1]",1.0
"s[61,g4dn.2xlarge,ap-south-1]",1.0
"s[62,g4dn.2xlarge,ap-south-1]",1.0
"s[63,g4dn.2xlarge,ap-south-1]",1.0
"s[64,g4dn.2xlarge,ap-south-1]",1.0
"s[65,g4dn.2xlarge,ap-south-1]",1.0
"s[66,g4dn.2xlarge,ap-south-1]",1.0
"s[67,g4dn.2xlarge,ap-south-1]",1.0
"s[68,g4dn.2xlarge,ap-south-1]",1.0
"s[69,g4dn.2xlarge,ap-south-1]",1.0
"a[63,1]",1.0
"a[30,2]",1.0
"a[50,3]",1.0
"z[30,2,t4g.small,ap-northeast-3,1]",1.0
"z[30,2,t4g.small,ap-northeast-3,2]",1.0
"z[30,2,t4g.small,ap-northeast-3,3]",1.0
"z[50,3,g4dn.2xlarge,ap-south-1,1]",1.0
"z[50,3,g4dn.2xlarge,ap-south-1,2]",1.0
"z[63,1,t4g.small,eu-south-1,1]",1.0
"z[63,1,t4g.small,eu-south-1,2]",1.0
"z[63,1,t4g.small,eu-south-1,3]",1.0
"z[63,1,t4g.small,eu-south-1,4]",1.0
"z[63,1,t4g.small,eu-south-1,5]",1.0
"d[1,eu-south-1]",1.0
"d[2,ap-northeast-3]",4.0
"d[3,ap-south-1]",4.0
L[1],5.0
L[2],10.0
L[3],15.0
