Variable,Value
"o[1,t4g.2xlarge,us-east-1]",1.0
"o[2,t4g.2xlarge,us-east-1]",1.0
"o[3,t4g.2xlarge,us-east-1]",1.0
"o[4,t4g.2xlarge,us-east-1]",1.0
"o[5,t4g.2xlarge,us-east-1]",1.0
"o[6,t4g.2xlarge,us-east-1]",1.0
"o[7,t4g.2xlarge,us-east-1]",1.0
"o[8,t4g.2xlarge,us-east-1]",1.0
"o[9,t4g.2xlarge,us-east-1]",1.0
"o[10,t4g.2xlarge,us-east-1]",1.0
"o[11,t4g.2xlarge,us-east-1]",1.0
"o[12,t4g.2xlarge,us-east-1]",1.0
"o[13,t4g.2xlarge,us-east-1]",1.0
"o[14,t4g.2xlarge,us-east-1]",1.0
"o[15,t4g.2xlarge,us-east-1]",1.0
"o[64,t4g.2xlarge,us-east-1]",1.0
"o[65,t4g.2xlarge,us-east-1]",1.0
"o[66,t4g.2xlarge,us-east-1]",1.0
"o[67,t4g.2xlarge,us-east-1]",1.0
"o[68,t4g.2xlarge,us-east-1]",1.0
"o[69,t4g.2xlarge,us-east-1]",1.0
"o[70,t4g.2xlarge,us-east-1]",1.0
"o[71,t4g.2xlarge,us-east-1]",1.0
"o[72,t4g.2xlarge,us-east-1]",1.0
"o[73,t4g.2xlarge,us-east-1]",1.0
"o[74,t4g.2xlarge,us-east-1]",1.0
"o[75,t4g.2xlarge,us-east-1]",1.0
"o[76,t4g.2xlarge,us-east-1]",1.0
"o[77,t4g.2xlarge,us-east-1]",1.0
"o[78,t4g.2xlarge,us-east-1]",1.0
"o[79,t4g.2xlarge,us-east-1]",1.0
"o[80,t4g.2xlarge,us-east-1]",1.0
"o[81,t4g.2xlarge,us-east-1]",1.0
"o[82,t4g.2xlarge,us-east-1]",1.0
"o[83,t4g.2xlarge,us-east-1]",1.0
"o[84,t4g.2xlarge,us-east-1]",1.0
"o[85,t4g.2xlarge,us-east-1]",1.0
"o[86,t4g.2xlarge,us-east-1]",1.0
"o[87,t4g.2xlarge,us-east-1]",1.0
"o[88,t4g.2xlarge,us-east-1]",1.0
"o[89,t4g.2xlarge,us-east-1]",1.0
"o[90,t4g.2xlarge,us-east-1]",1.0
"o[91,t4g.2xlarge,us-east-1]",1.0
"o[92,t4g.2xlarge,us-east-1]",1.0
"o[93,t4g.2xlarge,us-east-1]",1.0
"o[94,t4g.2xlarge,us-east-1]",1.0
"o[95,t4g.2xlarge,us-east-1]",1.0
"o[96,t4g.2xlarge,us-east-1]",1.0
"o[97,t4g.2xlarge,us-east-1]",1.0
"o[98,t4g.2xlarge,us-east-1]",1.0
"o[99,t4g.2xlarge,us-east-1]",1.0
"s[27,t4g.small,eu-south-1]",3.0
"s[28,t4g.small,eu-south-1]",3.0
"s[29,t4g.small,eu-south-1]",3.0
"s[30,t4g.small,eu-south-1]",6.0
"s[31,t4g.small,eu-south-1]",6.0
"s[32,t4g.small,eu-south-1]",6.0
"s[33,t4g.small,eu-south-1]",10.0
"s[34,t4g.small,eu-south-1]",10.0
"s[35,t4g.small,eu-south-1]",10.0
"s[36,t4g.small,eu-south-1]",10.0
"s[37,t4g.small,eu-south-1]",10.0
"s[38,t4g.small,eu-south-1]",10.0
"s[39,t4g.small,eu-south-1]",10.0
"s[40,t4g.small,eu-south-1]",10.0
"s[41,t4g.small,eu-south-1]",10.0
"s[42,t4g.small,eu-south-1]",10.0
"s[43,t4g.small,eu-south-1]",10.0
"s[44,t4g.small,eu-south-1]",10.0
"s[45,t4g.small,eu-south-1]",10.0
"s[46,t4g.small,eu-south-1]",10.0
"s[47,t4g.small,eu-south-1]",10.0
"s[48,t4g.small,eu-south-1]",10.0
