Variable,Value
"s[95,t4g.small,eu-south-1]",5.0
"s[96,t4g.small,eu-south-1]",5.0
"s[97,t4g.small,eu-south-1]",5.0
"s[98,t4g.small,eu-south-1]",5.0
"s[99,t4g.small,eu-south-1]",5.0
"s[89,t4g.small,ap-northeast-3]",6.0
"s[90,t4g.small,ap-northeast-3]",6.0
"s[91,t4g.small,ap-northeast-3]",6.0
"s[92,t4g.small,ap-northeast-3]",6.0
"s[93,t4g.small,ap-northeast-3]",6.0
"s[94,t4g.small,ap-northeast-3]",6.0
"s[95,t4g.small,ap-northeast-3]",6.0
"s[96,t4g.small,ap-northeast-3]",6.0
"s[97,t4g.small,ap-northeast-3]",6.0
"s[98,t4g.small,ap-northeast-3]",6.0
"s[41,g4dn.2xlarge,ap-south-1]",1.0
"s[42,g4dn.2xlarge,ap-south-1]",1.0
"s[43,g4dn.2xlarge,ap-south-1]",1.0
"s[44,g4dn.2xlarge,ap-south-1]",1.0
"s[45,g4dn.2xlarge,ap-south-1]",1.0
"s[46,g4dn.2xlarge,ap-south-1]",1.0
"s[47,g4dn.2xlarge,ap-south-1]",1.0
"s[48,g4dn.2xlarge,ap-south-1]",1.0
"s[49,g4dn.2xlarge,ap-south-1]",1.0
"s[50,g4dn.2xlarge,ap-south-1]",1.0
"s[51,g4dn.2xlarge,ap-south-1]",1.0
"s[52,g4dn.2xlarge,ap-south-1]",1.0
"s[53,g4dn.2xlarge,ap-south-1]",1.0
"s[54,g4dn.2xlarge,ap-south-1]",1.0
"s[55,g4dn.2xlarge,ap-south-1]",1.0
"s[56,g4dn.2xlarge,ap-south-1]",1.0
"s[57,g4dn.2xlarge,ap-south-1]",1.0
"s[58,g4dn.2xlarge,ap-south-1]",1.0
"s[59,g4dn.2xlarge,ap-south-1]",1.0
"s[60,g4dn.2xlarge,ap-south-1]",1.0
"a[95,1]",1.0
"a[89,2]",1.0
"a[41,3]",1.0
"z[41,3,g4dn.2xlarge,ap-south-1,1]",1.0
"z[41,3,g4dn.2xlarge,ap-south-1,2]",1.0
"z[89,2,t4g.small,ap-northeast-3,1]",1.0
"z[89,2,t4g.small,ap-northeast-3,2]",1.0
"z[89,2,t4g.small,ap-northeast-3,3]",1.0
"z[95,1,t4g.small,eu-south-1,1]",1.0
"z[95,1,t4g.small,eu-south-1,2]",1.0
"z[95,1,t4g.small,eu-south-1,3]",1.0
"z[95,1,t4g.small,eu-south-1,4]",1.0
"z[95,1,t4g.small,eu-south-1,5]",1.0
"d[1,eu-south-1]",1.0
"d[2,ap-northeast-3]",1.0
"d[3,ap-south-1]",1.0
L[1],2.57
L[2],2.32
L[3],3.23
