Variable,Value
"o[60,t4g.2xlarge,us-east-1]",1.0
"o[61,t4g.2xlarge,us-east-1]",1.0
"o[62,t4g.2xlarge,us-east-1]",1.0
"o[63,t4g.2xlarge,us-east-1]",1.0
"o[64,t4g.2xlarge,us-east-1]",1.0
"o[65,t4g.2xlarge,us-east-1]",1.0
"o[66,t4g.2xlarge,us-east-1]",1.0
"o[67,t4g.2xlarge,us-east-1]",1.0
"o[68,t4g.2xlarge,us-east-1]",1.0
"o[69,t4g.2xlarge,us-east-1]",1.0
"o[70,t4g.2xlarge,us-east-1]",1.0
"o[71,t4g.2xlarge,us-east-1]",1.0
"o[72,t4g.2xlarge,us-east-1]",1.0
"o[73,t4g.2xlarge,us-east-1]",1.0
"o[74,t4g.2xlarge,us-east-1]",1.0
"s[26,t4g.small,eu-south-1]",5.0
"s[27,t4g.small,eu-south-1]",5.0
"s[28,t4g.small,eu-south-1]",5.0
"s[29,t4g.small,eu-south-1]",5.0
"s[30,t4g.small,eu-south-1]",5.0
"s[79,t4g.small,eu-south-1]",6.0
"s[80,t4g.small,eu-south-1]",6.0
"s[81,t4g.small,eu-south-1]",6.0
"s[82,t4g.small,eu-south-1]",6.0
"s[83,t4g.small,eu-south-1]",6.0
"s[84,t4g.small,eu-south-1]",6.0
"s[85,t4g.small,eu-south-1]",6.0
"s[86,t4g.small,eu-south-1]",6.0
"s[87,t4g.small,eu-south-1]",6.0
"s[88,t4g.small,eu-south-1]",6.0
"s[89,t4g.small,eu-south-1]",6.0
"s[90,t4g.small,eu-south-1]",6.0
"s[91,t4g.small,eu-south-1]",6.0
"s[92,t4g.small,eu-south-1]",6.0
"s[93,t4g.small,eu-south-1]",6.0
"s[94,t4g.small,eu-south-1]",6.0
"s[95,t4g.small,eu-south-1]",6.0
"s[96,t4g.small,eu-south-1]",6.0
"s[97,t4g.small,eu-south-1]",6.0
"s[98,t4g.small,eu-south-1]",6.0
"s[1,g4dn.xlarge,eu-south-1]",1.0
"s[2,g4dn.xlarge,eu-south-1]",1.0
"s[3,g4dn.xlarge,eu-south-1]",1.0
"s[4,g4dn.xlarge,eu-south-1]",1.0
"s[5,g4dn.xlarge,eu-south-1]",1.0
"s[6,g4dn.xlarge,eu-south-1]",1.0
"s[7,g4dn.xlarge,eu-south-1]",1.0
"s[8,g4dn.xlarge,eu-south-1]",1.0
"s[9,g4dn.xlarge,eu-south-1]",1.0
"s[10,g4dn.xlarge,eu-south-1]",1.0
"s[34,t4g.2xlarge,eu-west-2]",3.0
"s[35,t4g.2xlarge,eu-west-2]",3.0
"s[36,t4g.2xlarge,eu-west-2]",3.0
"s[37,t4g.2xlarge,eu-west-2]",3.0
"s[38,t4g.2xlarge,eu-west-2]",3.0
"s[39,t4g.2xlarge,eu-west-2]",3.0
"s[40,t4g.2xlarge,eu-west-2]",3.0
"s[41,t4g.2xlarge,eu-west-2]",3.0
"s[42,t4g.2xlarge,eu-west-2]",3.0
"s[43,t4g.2xlarge,eu-west-2]",3.0
"s[44,t4g.2xlarge,eu-west-2]",3.0
"s[45,t4g.2xlarge,eu-west-2]",3.0
"s[46,t4g.2xlarge,eu-west-2]",3.0
"s[47,t4g.2xlarge,eu-west-2]",3.0
"s[48,t4g.2xlarge,eu-west-2]",3.0
"s[13,g4dn.2xlarge,us-east-1]",1.0
"s[14,g4dn.2xlarge,us-east-1]",1.0
"s[10,g4dn.xlarge,us-east-1]",4.0
"s[11,g4dn.xlarge,us-east-1]",4.0
"s[12,g4dn.xlarge,us-east-1]",4.0
"s[13,g4dn.xlarge,us-east-1]",4.0
"s[14,g4dn.xlarge,us-east-1]",4.0
"s[56,g4dn.2xlarge,us-west-1]",2.0
"s[57,g4dn.2xlarge,us-west-1]",2.0
"s[58,g4dn.2xlarge,us-west-1]",2.0
"s[59,g4dn.2xlarge,us-west-1]",2.0
"s[60,g4dn.2xlarge,us-west-1]",2.0
"s[61,g4dn.2xlarge,us-west-1]",2.0
"s[62,g4dn.2xlarge,us-west-1]",2.0
"s[63,g4dn.2xlarge,us-west-1]",2.0
"s[64,g4dn.2xlarge,us-west-1]",2.0
"s[65,g4dn.2xlarge,us-west-1]",2.0
"s[66,g4dn.2xlarge,us-west-1]",2.0
"s[67,g4dn.2xlarge,us-west-1]",2.0
"s[68,g4dn.2xlarge,us-west-1]",2.0
"s[69,g4dn.2xlarge,us-west-1]",2.0
"s[70,g4dn.2xlarge,us-west-1]",2.0
"s[71,g4dn.2xlarge,us-west-1]",2.0
"s[72,g4dn.2xlarge,us-west-1]",2.0
"s[73,g4dn.2xlarge,us-west-1]",2.0
"s[74,g4dn.2xlarge,us-west-1]",2.0
"s[75,g4dn.2xlarge,us-west-1]",2.0
"s[51,t4g.small,ap-northeast-3]",6.0
"s[52,t4g.small,ap-northeast-3]",6.0
"s[53,t4g.small,ap-northeast-3]",6.0
"s[54,t4g.small,ap-northeast-3]",6.0
"s[55,t4g.small,ap-northeast-3]",6.0
"s[56,t4g.small,ap-northeast-3]",6.0
"s[57,t4g.small,ap-northeast-3]",6.0
"s[58,t4g.small,ap-northeast-3]",6.0
"s[59,t4g.small,ap-northeast-3]",6.0
"s[60,t4g.small,ap-northeast-3]",6.0
"s[17,g4dn.2xlarge,ap-south-1]",1.0
"s[18,g4dn.2xlarge,ap-south-1]",1.0
"s[19,g4dn.2xlarge,ap-south-1]",1.0
"s[20,g4dn.2xlarge,ap-south-1]",1.0
"s[21,g4dn.2xlarge,ap-south-1]",1.0
"s[22,g4dn.2xlarge,ap-south-1]",1.0
"s[23,g4dn.2xlarge,ap-south-1]",1.0
"s[24,g4dn.2xlarge,ap-south-1]",1.0
"s[25,g4dn.2xlarge,ap-south-1]",1.0
"s[26,g4dn.2xlarge,ap-south-1]",1.0
"s[27,g4dn.2xlarge,ap-south-1]",1.0
"s[28,g4dn.2xlarge,ap-south-1]",1.0
"s[29,g4dn.2xlarge,ap-south-1]",1.0
"s[30,g4dn.2xlarge,ap-south-1]",1.0
"s[31,g4dn.2xlarge,ap-south-1]",1.0
"s[32,g4dn.2xlarge,ap-south-1]",1.0
"s[33,g4dn.2xlarge,ap-south-1]",1.0
"s[34,g4dn.2xlarge,ap-south-1]",1.0
"s[35,g4dn.2xlarge,ap-south-1]",1.0
"s[36,g4dn.2xlarge,ap-south-1]",1.0
"a[60,1]",1.0
"a[56,2]",1.0
"a[37,3]",1.0
"a[26,4]",1.0
"a[51,5]",1.0
"a[17,6]",1.0
"a[63,7]",1.0
"a[13,8]",1.0
"a[1,9]",1.0
"a[79,10]",1.0
"a[34,11]",1.0
"a[10,12]",1.0
"y[60,1,t4g.2xlarge,us-east-1,1]",1.0
